codprojeto,nomeprojeto,codcliente,codtipoprojeto,tipo_faturamento,qdadehora_cont,valorhora_cont,dataini_proj,dataterm_proj,datacad_proj,codConsultor,codstatus_proj,gpcliente_proj,gpwinnercon_proj,dataassinatura_prop,represente_prop,numproposta_prop,tipo_servidor,forma_pagamento
"180,""Histórico - OBRAS RAPIDAS"",253,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"181,""Histórico - CENTURY"",254,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"182,""Histórico - REINALDO HENRIQUE"",256,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"184,""Histórico - FAUSTINO"",264,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"185,""Histórico - SALDANHA "",325,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"186,""Histórico - INCORFAST"",353,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"187,""Histórico - J.S.O."",358,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"188,""Histórico - NATAL NORTE "",363,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"189,""Histórico - PARTICIPAR"",364,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"190,""Histórico - START  "",397,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"191,""Histórico - MARKA DO BRASIL "",415,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"192,""Histórico - TERIVA"",437,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"193,""Histórico - FP PROJETOS "",438,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"194,""Histórico - UPPER "",439,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"195,""Histórico - ANL"",440,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"196,""Histórico - STRIX "",460,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"197,""Histórico - LE MANS"",474,7,HH,1,150.00,2019-01-01,2022-03-01,""2022-04-01 00:00:00"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"198,""HH - IDEAL"",35,7,HH,1,150.00,2022-04-11,2022-04-29,""2022-04-12 16:49:32"",15,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"199,""Implantação Sivercon - UAUWEB"",155,7,HH,12,150.00,2022-04-13,2022-04-29,""2022-04-19 17:12:39"",10,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"200,""HH - SEISA"",150,7,HH,100,150.00,2022-04-01,2022-12-31,""2022-04-29 09:16:53"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"201,""HH - VIVA"",178,7,HH,100,150.00,2022-04-01,2022-12-30,""2022-04-29 15:05:09"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"202,""Implantação Kaeme"",1588,7,HH,140,152.00,2022-05-02,2022-08-31,""2022-05-29 19:47:44"",10,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"203,""Implantação M2"",1586,1,HH,140,149.00,2022-05-02,2022-08-30,""2022-05-29 19:50:03"",10,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"204,""HH - ANL"",440,7,HH,200,150.00,2022-05-01,2022-12-31,""2022-05-31 11:22:40"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"205,""HH - GNG"",83,7,HH,200,150.00,2022-05-01,2022-12-31,""2022-05-31 13:29:10"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"206,""HH - Trapisa"",168,3,HH,200,150.00,2022-01-01,2022-12-31,""2022-06-01 10:21:45"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"207,""HH - SI America"",250,7,HH,200,150.00,2022-01-01,2022-12-31,""2022-06-01 10:22:57"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"208,""HH - Di Folco"",52,7,HH,150,150.00,2022-06-01,2022-12-31,""2022-06-13 17:43:28"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"209,""Revitalização ATRIUM"",130,2,HH,50,150.00,2022-06-27,2022-07-29,""2022-06-28 17:46:04"",10,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"210,""Implantação RR Desenvolvimento"",1596,1,EF,200,150.00,2022-06-20,2022-09-30,""2022-06-29 15:23:10"",15,1,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"211,""Implantação Grafo"",1604,7,HH,250,150.00,2022-06-20,2022-09-30,""2022-06-29 17:41:22"",15,1,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"212,HH,1245,7,HH,40,150.00,2022-06-20,2022-06-22,""2022-06-29 21:35:26"",389,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"213,""HH - Unitá"",485,7,HH,200,150.00,2022-01-01,2022-12-31,""2022-06-30 13:50:04"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"214,""Implantação Gestilar "",1206,7,NM,50,150.00,2022-06-30,2022-08-31,""2022-06-30 20:42:55"",15,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"215,""Implantação Construplan"",1406,3,NM,200,150.00,2022-07-01,2022-09-30,""2022-07-29 20:01:38"",10,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"216,""HH - REGRI"",517,1,HH,200,155.25,2022-08-01,2022-12-31,""2022-08-26 16:47:20"",3,1,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"217,""Implantação - BRAVO"",526,3,HH,260,150.08,2022-08-01,2022-12-31,""2022-08-26 16:55:27"",3,1,""Matheus Linhares"",""Luiz Fernando"",2022-07-11,""Manoel Augusto Gomes de Lima "",WUAU-001,,""Projeto finalizado para sanear dados na base do BI."""
"218,""HH - SOUEN"",156,7,HH,200,150.00,2022-08-01,2022-12-31,""2022-08-30 16:18:53"",3,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"219,""Projeto HH"",26,1,HH,100,150.00,2022-08-01,2022-12-31,""2022-09-01 15:26:54"",1,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"220,""HH Reinaldo"",256,7,HH,30,150.00,2022-10-06,2022-10-30,""2022-09-30 15:25:05"",15,6,,,0000-00-00,,,,""Projeto finalizado para sanear dados na base do BI."""
"223,""Importação de Vendas"",529,3,EF,100,150.00,2022-10-01,2022-11-30,""2022-11-03 11:17:55"",15,6,""Maira Stroparo"",""Luiz Fernando"",2022-10-04,Edmilson,1022,,""Projeto finalizado para sanear dados na base do BI."""
"224,""ESTUDO DO PROJETO WAGENDA"",2,7,NM,100,151.00,2022-11-01,2022-12-31,""2022-11-09 09:52:46"",3,6,""Eliane B"",""Luiz Fernando"",2022-11-09,""Eliane Sanguini"",WWBPO,,""Projeto finalizado para sanear dados na base do BI."""
"226,""HH - JLN"",554,3,HH,153,150.00,2022-11-24,2023-02-28,""2022-11-29 11:24:39"",1,1,Julinho,""Luiz Fernando Silva"",2022-10-31,""José da Cruz Lopes Neto"",WUAU-002-22,,"
"227,""Job - Vinx"",176,3,EF,80,150.00,2022-12-01,2022-12-31,""2022-12-01 13:57:18"",3,6,Renato,""Luiz Fernando"",2022-12-01,Renato,WUAU-003-22,,""Projeto finalizado para sanear dados na base do BI."""
"228,""Job - Sousa"",61,3,EF,250,150.00,2022-12-01,2023-02-28,""2022-12-01 14:03:42"",15,6,Ricardo,""Luiz Fernando"",2022-12-01,Ricardo,WUAU-004-22,,""Projeto finalizado para sanear dados na base do BI."""
"229,""Job - Libcorp"",265,3,EF,100,150.00,2022-12-01,2023-05-31,""2022-12-01 14:05:22"",3,6,Bruno,""Luiz Fernando"",2022-12-01,Bruno,WUAU-005-22,,""Projeto finalizado para sanear dados na base do BI."""
"230,""HH - Libcorp"",265,7,EF,100,150.00,2022-12-01,2023-03-30,""2022-12-21 14:53:35"",15,1,Bruno,""Luiz Fernando"",2022-12-01,""não tem proposta"",WUAU-006-22,,""Projeto finalizado para sanear dados na base do BI."""
"231,""HH 2023 ITER"",557,7,HH,100,150.00,2022-12-01,2023-03-31,""2022-12-21 14:57:31"",227,6,Adriano,""João Justino"",2022-12-01,N,WUAU-007-22,,""Projeto finalizado para sanear dados na base do BI."""
"232,""HH - URRE"",172,7,HH,100,150.00,2022-12-01,2023-03-30,""2022-12-21 15:07:40"",389,6,Gustavo,""Luiz Fernando"",2022-12-01,""não tem proposta"",WUAU-008-22,,""Projeto finalizado para sanear dados na base do BI."""
"233,""HH - SÃO FRANCISCO"",148,7,HH,1,150.00,2023-01-04,2023-12-31,""2023-01-04 16:28:21"",15,6,,""Luiz Fernando"",2023-01-04,""Sem proposta"",HH-001-23,,""Projeto finalizado para sanear dados na base do BI."""
"234,HH-LIBERCON,103,7,EF,5,150.00,2023-01-04,2023-12-31,""2023-01-04 16:57:16"",15,3,,""Luiz Fernando"",2023-01-04,""Sem proposta"",HH-002-23,,"
"235,""Atendimentos pontuais"",2,7,HH,300,160.00,2023-01-06,2023-12-31,""2023-01-06 16:30:36"",15,6,""Não tem"",""Luiz Fernando Silva"",0001-01-01,""Não possui"",""Não possui"",Local,""Faturamento mensal"""
"236,""HH 2023 TERIVA"",437,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-23 12:07:06"",15,1,Pablo,""Rodrigo Sarmento"",2023-01-01,N,S/N,""Cloud de terceiros"",""Projeto finalizado para sanear dados na base do BI."""
"237,""HH 2023 VINX"",176,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-23 12:19:49"",15,1,""Raphael Gasparetto"",""Rodrigo Sarmento"",2023-01-01,N,S/N,GlobalCloud,""Projeto finalizado para sanear dados na base do BI."""
"238,""HH 2023 SOUEN & NAHAS"",156,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-23 12:23:23"",15,1,""Giselle Martins"",""Rodrigo Sarmento | Márcio Rapozo"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"239,""HH 2023 MARKA"",415,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-23 12:26:58"",15,1,""João Tufic"",""Rodrigo Sarmento"",2023-01-01,N,S/N,""Cloud de terceiros"",""Projeto finalizado para sanear dados na base do BI."""
"240,""HH 2023 DEVECK"",66,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-23 12:30:37"",15,1,Márcio,""Rodrigo Sarmento"",2023-01-01,N,S/N,""Cloud de terceiros"",""Projeto finalizado para sanear dados na base do BI."""
"241,""HH 2023 ERGPLAN"",78,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-23 14:35:08"",15,6,Verificar,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"242,""HH 2023 REINALDO"",256,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-23 17:32:29"",15,1,Rosana,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"243,""HH 2023 SOUSA ARAUJO"",61,7,EF,100,150.00,2023-01-01,2023-12-31,""2023-01-24 12:10:54"",10,6,-,""Márcio Rapozo"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"244,""HH 2023 STRIX"",460,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-24 16:13:24"",1,6,-,""João Justino"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"245,""HH 2023 VIVA CONSTRUISO"",178,3,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-27 14:15:36"",1,1,Paulo,""João Justino"",2023-01-01,N,S/N,Local,"
"246,""HH 2023 SEISA"",150,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-27 15:01:39"",1,1,""Diego Felix"",""João Justino"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"247,""HH 2023 TUMI"",169,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-27 16:31:05"",1,6,""José Carlos do Amaral"",""João Justino"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"248,""HH 2023 TRAPISA"",168,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-01-27 16:37:31"",15,1,-,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"249,""HH 2023 CENTURY"",254,3,EF,100,150.00,2023-01-01,2023-12-31,""2023-01-30 15:48:09"",10,1,-,""Márcio Rapozo"",2023-01-01,N,S/N,Local,"
"250,""CENTURY Revitalização Controladoria e Recebíveis"",254,2,EF,50,155.00,2023-02-02,2023-02-14,""2023-01-31 11:42:05"",1,6,Michele,""João Justino"",2023-02-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"251,""HH 2023 LIBCORP"",265,7,EF,100,150.00,2023-01-01,2023-12-31,""2023-01-31 13:19:14"",15,6,-,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"252,""HH 2023 URRE GRIFFO"",172,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-02-01 09:29:36"",15,1,-,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"253,""HH 2023 PARTICIPAR"",364,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-02-01 10:07:22"",15,6,Mari,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"254,""HH 2023 TOLEDO FERRARI"",164,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-02-03 10:52:54"",10,6,Cid,""Márcio Rapozo"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"255,""HH 2023 DIMENSÃO"",68,3,HH,100,150.00,2023-01-01,2023-12-31,""2023-02-06 12:32:12"",1,1,-,-,2023-01-01,N,S/N,Local,"
"256,""HH 2023 REGRI"",517,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-02-06 17:57:56"",1,3,""Juliana Sapelli"",-,2023-01-01,N,S/N,Local,"
"257,""HH 2023 ECOVILLE"",130,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-02-13 18:27:25"",15,6,-,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"258,""HH 2023 LMD"",106,3,EF,100,150.00,2023-01-01,2023-12-31,""2023-02-22 17:15:26"",15,1,Ilton,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,"
"259,""REVITALIZAÇÃO 2023 CATUÍ"",38,2,EF,132,150.00,2023-01-01,2023-12-31,""2023-02-23 10:34:57"",10,1,Diogo,""Márcio Rapozo"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"260,""HH 2023 SI AMÉRICA"",250,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-02-23 11:02:20"",10,6,-,""Márcio Rapozo"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"261,""HH 2023 GESTILAR"",1206,7,NM,100,150.00,2023-01-01,2023-12-31,""2023-02-24 14:17:30"",15,1,-,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"262,""Implantação APENG "",585,1,EF,148,163.00,2023-02-13,2023-05-31,""2023-02-28 14:49:10"",1,1,""Loretta Gianetti"",""Luiz Fernando"",2023-02-16,N,S/N,GlobalCloud,""Parcelado  em, 3 vezes"""
"263,""HH 2023 QUADRA"",142,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-03-01 13:58:18"",15,6,""Denise Labadese"",""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"264,""HH 2023 ANL"",440,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-03-02 16:32:24"",10,6,-,""Márcio Rapozo"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"265,""HH 2023 LITORAL"",104,7,HH,100,150.00,2023-01-01,2023-12-31,""2023-03-03 17:52:36"",10,6,-,""Márcio Rapozo"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"266,""HH 2023 AUSTIN"",26,7,HH,100,156.00,2023-01-01,2023-12-31,""2023-03-21 17:19:42"",1,6,-,""João Justino"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"267,""HH 2023 FAUSTINO"",264,3,HH,49,150.00,2023-01-01,2023-12-31,""2023-03-22 16:08:12"",15,1,-,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,"
"268,""TRANSFERÊNCIA DE CUSTO TF"",222,7,HH,66,150.00,2023-01-01,2023-03-10,""2023-03-27 09:37:28"",10,6,""Felipe Sampaio"",""Marcio Rapozo"",2023-01-01,N,S/N,Local,""Projeto finalizado para sanear dados na base do BI."""
"269,""Implantação MV COSTA 2023"",624,1,EF,167,142.00,2023-03-15,2023-06-30,""2023-03-28 11:48:08"",1,1,Daniel,""João Justino"",2023-01-01,N,S/N,Local,"
"270,""Implantação UMÃ"",633,1,EF,25,171.00,2023-04-11,2023-06-11,""2023-04-11 13:52:32"",1,1,""Amanda Lomba"",""João Justino"",2023-03-31,N,S/N,GlobalCloud,"
"271,""Revitalização Lettieri"",56,2,EF,80,160.00,2023-04-18,2023-07-30,""2023-04-19 09:34:07"",15,3,Regiane,""Luiz Fernando"",2023-04-17,""Thiago Cordaro"",Verificar,Local,""Parcelado  em, 3 vezes"""
"273,""Criação relatório de posição de estoque - Toledo Ferrari"",164,3,EF,6,200.00,2023-04-12,2023-04-20,""2023-04-20 09:22:00"",590,6,""Felipe Sampaio"",""Luiz Fernando"",2023-04-12,""Felipe Sampaio"",S/N,GlobalCloud,""Parcela Única"""
"274,""Alteração do relatório Comparativo de Contrato de Vendas LMD"",106,3,NM,6,0.00,2023-03-16,2023-04-20,""2023-04-20 09:29:05"",590,6,""Ilton Junior"",""Luiz Fernando"",2023-03-16,""Ilton Junior"",S/N,GlobalCloud,""Parcela Única"""
"275,""Criação de relatório de Contas Recebidas por Proprietário do Lote - Participar"",364,3,NM,6,130.00,2023-03-16,2023-03-23,""2023-04-20 09:49:43"",590,6,""Marielsa Versi"",""Luiz Fernando"",2023-03-20,""Marielsa Versi"",S/N,GlobalCloud,""Parcelado em 3x"""
"276,""Criação de relatório de Contas a Receber por Proprietário do Lote - Participar"",364,3,EF,6,130.00,2023-03-16,2023-03-23,""2023-04-20 09:51:44"",590,6,""Marielsa Versi"",""Luiz Fernando"",2023-03-20,""Marielsa Versi"",S/N,GlobalCloud,""Parcelado em 3x"""
"277,""Criação de documento de Corretagem Dividida PJ CRM - Teriva"",437,3,EF,3,150.00,2023-01-20,2023-02-17,""2023-04-20 09:59:08"",590,6,""Priscila Liberato"",""Luiz Fernando"",2023-01-20,""Priscila Librato"",S/N,GlobalCloud,""Parcela Única"""
"278,""Criação de documento de Corretagem Dividida PF CRM - Teriva"",437,3,EF,3,150.00,2023-01-20,2023-02-17,""2023-04-20 10:02:25"",590,6,""Priscila Liberato"",""Luiz Fernando"",2023-01-20,""Priscila Librato"",S/N,GlobalCloud,""Parcela Única"""
"279,""Criação de documento de Cessão de Direitos - Teriva"",437,3,EF,6,150.00,2023-01-20,2023-02-13,""2023-04-20 10:06:25"",590,6,""Priscila Liberato"",""Luiz Fernando"",2023-01-20,""Priscila Librato"",S/N,GlobalCloud,""Parcela Única"""
"280,""Criação de documento de Distrato - Teriva"",437,3,EF,6,150.00,2023-01-20,2023-02-13,""2023-04-20 10:08:34"",590,6,""Priscila Liberato"",""Luiz Fernando"",2023-01-20,""Priscila Librato"",S/N,GlobalCloud,""Parcela Única"""
"281,""Alteração do relatório de Caixa Geral - Faena"",241,3,NM,6,0.00,2023-04-11,2023-04-18,""2023-04-20 10:20:53"",590,6,""Cimar de Figueiredo"",""Luiz Fernando"",2023-04-11,S/Info,S/N,GlobalCloud,S/Info"
"282,""Transferência de Custo, Contratos e Produtos - Obras TF218, TF219 e TF220"",164,3,EF,70,60.00,2023-04-17,2023-04-30,""2023-04-20 16:25:53"",10,1,""Felipe Sampaio "",""Luiz Fernando "",2023-04-12,""Felipe Sampaio "",Verificar,GlobalCloud,""Parcela Única"""
"283,""Alteração do relatório de Caixa Geral - Faena"",241,3,NM,2,0.00,2023-04-24,2023-04-27,""2023-04-27 10:53:44"",590,6,""Cimar de Figueiredo"",""Luiz Fernando"",2023-04-27,S/Info,S/N,GlobalCloud,S/Info"
"284,""Revitalização Lettieri 2023"",56,2,EF,80,160.00,2023-04-18,2023-07-30,""2023-05-05 12:04:02"",15,1,Regiane,""Rodrigo Sarmento"",2023-04-17,""Thiago Cordaro"",S/N,Local,""Parcelado em 3X"""
"285,""LE MANS HH 2023"",474,7,HH,100,155.00,2023-01-01,2023-12-31,""2023-05-05 16:55:59"",15,1,""Fabiano Apolucena"",""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,"
"286,""HH 2023 SÃO FRANCISCO"",148,7,HH,100,156.00,2023-01-01,2023-12-31,""2023-05-10 17:50:12"",15,1,Adriana,""Rodrigo Sarmento"",2023-01-01,N,S/N,Local,"
"287,""Revitalização Dimensão 2023"",68,2,EF,15,160.00,2023-05-22,2023-05-26,""2023-05-19 09:44:29"",1,1,""Regiane e Norton"",""João Justino"",2023-01-01,N,S/N,Local,"
"288,""Alteração do relatório 1175 do UAU"",164,3,EF,6,0.00,2023-04-30,2023-05-25,""2023-05-26 10:43:30"",590,6,Felipe,Luiz,2023-04-30,S/Info,S/N,Local,S/Info"
"289,""Alteração do relatório 79 personalizado"",164,3,EF,4,0.00,2023-04-30,2023-05-25,""2023-05-26 10:44:32"",590,6,Felipe,Luiz,2023-04-30,S/Info,S/N,Local,S/Info"
"290,VISCONDE,692,1,EF,527,169.00,2023-06-01,2023-09-30,""2023-06-15 11:13:29"",1,1,""Mario Munhoz"",""Thais Cremonesi"",2023-05-31,""Marcio Morelli / Jeferson / Hairton"",P0030-23,GlobalCloud,""Parcelado em 8 Vezes"""
"292,""Implantação Avante"",696,1,EF,25,150.00,2023-06-01,2023-12-31,""2023-06-26 17:00:25"",1,1,""Nathanael Correa"",""Thais Cremonesi"",2023-06-12,""Nathanael Correa"",0000,Local,""Escopo fechado"""
"293,""Novos Negócios"",23,6,HH,100,150.00,2023-07-01,2023-12-31,""2023-07-11 18:38:35"",3,1,Alexandre,Thais,2023-07-01,Alexandre,000,GlobalCloud,HH"
"294,""Horas Medidas Consultoria"",164,7,HH,50,123.00,2023-07-20,2023-12-31,""2023-07-25 17:06:21"",1,1,""Felipe Sampaio "",""Thais Cremonesi"",2023-07-20,""Felipe Sampaio "",000,Local,HH"
"295,""HH 2023 DIMENSÃO"",22,2,HH,4,150.00,2023-08-22,2023-09-22,""2023-08-22 14:49:13"",12350,1,""Juliana Sapelli"",-,2023-08-15,Leandro,""Teste de analise"",GlobalCloud,cheque"
"296,""Parametrização do InfoUAU"",241,3,EF,6,150.00,2023-08-25,2023-09-30,""2023-08-25 10:54:34"",15,1,""Vagner Gasparini"",""Thais Cremonesi"",2023-08-24,""Vagner Gasparini"",0000,GlobalCloud,""Escopo fechado"""
